name,address,latitude,longitude
하단중학교,부산광역시 사하구 하신번영로380번길 88 ,35.1109414883684,128.95958901163
건국중학교,부산광역시 사하구 승학로17번길 76-8 ,35.109528077097,128.969616396909
남도여자중학교,부산광역시 영도구 남도여중길 130 ,35.08706767654,129.045544354579
대동중학교,부산광역시 사하구 을숙도대로709번길 27 ,35.0873647967419,128.984239087976
대신여자중학교,부산광역시 서구 보동길 268 ,35.1134646595408,129.024805279248
덕원중학교,부산광역시 중구 망양로 356 ,35.1088542935771,129.032446718094
동주여자중학교,부산광역시 사하구 사리로8번길 28 ,35.1007053432659,129.001363771273
삼성중학교,부산광역시 사하구 감천로43번길 45-2 ,35.0945578779909,128.9991612319
송도중학교,부산광역시 서구 해양로 15 ,35.08289192709,129.022421982412
영남중학교,부산광역시 사하구 다대로277번길 100 ,35.0748026708281,128.982599861175
해동중학교,부산광역시 영도구 절영로490번길 8-22 ,35.0696707168839,129.069638001411
광안중학교,부산광역시 수영구 연수로310번길 127 ,35.1682231645301,129.10491951903
기장중학교,부산광역시 기장군 기장읍 읍내로 120 ,35.2448818739564,129.218314916368
대청중학교,부산광역시 기장군 기장읍 차성서로 3 ,35.2333144022506,129.212816903745
동백중학교,부산광역시 해운대구 좌동순환로468번가길 97 ,35.1658453754025,129.174344739423
망미중학교,부산광역시 수영구 망미배산로 102 ,35.1756624234963,129.098587169018
모전중학교,부산광역시 기장군 정관읍 정관1로 9 ,35.3380990487962,129.162479872983
반송여자중학교,부산광역시 해운대구 운봉길 113 ,35.232976729019,129.144439675641
반송중학교,부산광역시 해운대구 반송로911번길 59 ,35.2349363696648,129.151761719717
반안중학교,부산광역시 해운대구 명장로67번길 40-32 ,35.2033770276265,129.112315767508
반여중학교,부산광역시 해운대구 재반로256번길 57-12 ,35.1999388959911,129.136426171904
부산수영중학교,부산광역시 수영구 호암로38 ,35.1567973774062,129.109724305996
부산중앙중학교,부산광역시 기장군 정관읍 정관덕산길 73 ,35.3225630909235,129.187591173763
부흥중학교,부산광역시 해운대구 좌동순환로 226 ,35.1751850854094,129.178813429301
상당중학교,부산광역시 해운대구 대천로103번길 48 ,35.1789337325041,129.17613733844
센텀중학교,부산광역시 해운대구 센텀북대로 32 ,35.1753963559461,129.123758590492
신곡중학교,부산광역시 해운대구 좌동순환로 316 ,35.1681464634818,129.181877319651
신도중학교,부산광역시 해운대구 좌동순환로 50 ,35.1705857850897,129.167440518215
신정중학교,부산광역시 기장군 정관읍 정관3로 44 ,35.3290846271971,129.16889999051
양운중학교,부산광역시 해운대구 좌동순환로99번길 7 ,35.1754319115956,129.166696453136
인지중학교,부산광역시 해운대구 반여로 142 ,35.2040509193479,129.125589737352
일광중학교,부산광역시 기장군 일광면 해빛3로 99 ,35.2654825847641,129.220928174539
장산중학교,부산광역시 해운대구 선수촌로 47 ,35.1987253720136,129.11771181812
재송여자중학교,부산광역시 해운대구 재반로84번길 148 ,35.1898428069774,129.131081400129
재송중학교,부산광역시 해운대구 재반로165번길 16 ,35.1931618859313,129.128546983471
정관중학교,부산광역시 기장군 정관읍 정관로 531 ,35.3239025064188,129.172971360935
한바다중학교,부산광역시 수영구 광안로21번가길 57 ,35.1572924115621,129.117611853193
해강중학교,부산광역시 해운대구 해운대해변로 17 ,35.1640135140325,129.13570651793
동수영중학교,부산광역시 수영구 광서로 74 ,35.1645689772671,129.103660228011
동아중학교,부산광역시 수영구 호암로 55 ,35.1567809228332,129.106983979426
장안중학교,부산광역시 기장군 장안읍 좌천2길 43 ,35.3145046642382,129.240745302742
해운대여자중학교,부산광역시 해운대구 우동1로85번길 25 ,35.1680514295636,129.153566530749
해운대중학교,부산광역시 해운대구 우동2로30번길 99 ,35.1717738481975,129.161961577845
