,index,address,latitude,longitude,cvs
209,209,부산광역시 남구 수영로39번가길 83,35.1384877901971,129.075806405356,7eleven
210,210,부산광역시 남구 전포대로 64,35.142490650509,129.067159734539,7eleven
211,211,부산광역시 남구 수영로 17 ,35.1372256772214,129.069736230301,7eleven
212,212,부산광역시 남구 고동골로59번길 86 동춘자기 1층,35.1408699426005,129.068023608365,7eleven
213,213,부산광역시 남구 고동골로28번길 3 1층,35.1396565560253,129.071465858295,7eleven
214,214,부산광역시 남구 장고개로 105 ,35.1346408203756,129.069327756716,7eleven
215,215,부산광역시 남구 문현로23번길 49 제1층,35.1437534693867,129.072490175965,7eleven
216,216,부산광역시 연제구 월드컵대로58번길 7 ,35.1798978735226,129.084956193366,7eleven
217,217,부산광역시 강서구 미음산단로127번길 22 ,35.1371905940929,128.858139517336,7eleven
218,218,부산광역시 수영구 민락본동로11번길 59 1층,35.1570029358348,129.125524714461,7eleven
219,219,부산광역시 수영구 민락수변로7번길 60,35.1555179926384,129.126522212849,7eleven
220,220,부산시 부산진구 서전로 25 ,35.1579654707347,129.062589073642,7eleven
221,221,부산광역시 해운대구 반송로 924번길 21,35.2318296435245,129.156416846538,7eleven
222,222,부산광역시 해운대구 신반송로 102 상가213동 지하101,35.2302631650537,129.162891105281,7eleven
223,223,부산광역시 해운대구 반송로828번길 2 1층,35.2272752675738,129.146841735163,7eleven
224,224,부산광역시 해운대구 재반로270번길 33 나폴리피자,35.2012513385029,129.13355394586,7eleven
225,225,부산광역시 해운대구 선수촌로 97,35.2025805758341,129.119224702987,7eleven
226,226,부산광역시 해운대구 선수촌로 21번길 21 ,35.1960469017843,129.117283947575,7eleven
227,227,부산광역시 북구 학사로17번길 4 102호,35.2243051031105,129.007208862428,7eleven
228,228,부산광역시 연제구 연수로 224 ,35.1733605211277,129.095163154703,7eleven
229,229,부산광역시 부산진구 동평로 59,35.1652365740002,129.036006790334,7eleven
230,230,부산광역시 부산진구 백양산로 70 쌍용스윗닷홈단지상가102호,35.1757251936367,129.032758958682,7eleven
231,231,부산광역시 동구 망양로 964 ,35.1417745844443,129.054644048814,7eleven
232,232,부산광역시 강서구 범방3로71번길 14 ,35.1500205192865,128.880262254916,7eleven
233,233,부산광역시 동구 초량중로 117,35.1220412011876,129.040759257501,7eleven
234,234,부산광역시 동구 중앙대로 501 ,35.1379303874546,129.056195164558,7eleven
235,235,부산광역시 동구 범일로90번길 17,35.1382761947069,129.061543158429,7eleven
236,236,부산광역시 부산진구 자유평화로37번길 51 더샵골드3 102호,35.143572847809,129.062709363164,7eleven
237,237,부산광역시 부산진구 범일로 176 ,35.145667233478,129.059686070146,7eleven
238,238,부산광역시 부산진구 황령대로 23 세운이노빌 ,35.14851748758,129.062082067275,7eleven
239,239,부산광역시 부산진구 만리산로 110 ,35.1497074022261,129.049881450596,7eleven
240,240,부산광역시 부산진구 황령대로7번길 30 1층,35.1491433593134,129.060280813343,7eleven
241,241,부산시 부산진구 중앙번영로 20번길 7 ,35.1445364938935,129.06160650155,7eleven
242,242,부산광역시 동구 고관로 7 ,35.120311042233,129.041476174002,7eleven
243,243,부산광역시 남구 고동골로 29 111동 116호,35.1389910752825,129.070457481676,7eleven
244,244,부산광역시 금정구 동현로39번길 31 ,35.2242264991741,129.093099765839,7eleven
245,245,부산광역시 금정구 중앙대로1685번길 23 1,0,0,7eleven
246,246,부산광역시 부산진구 신천대로 279 제상가5동 제1층 제1호,35.1667839334845,129.049997734339,7eleven
247,247,부산 서구 부용동 구덕로232번길 3 1층,35.1053413214874,129.020516132105,7eleven
248,248,부산광역시 부산진구 부전로 108 ,35.1596536192719,129.054945034016,7eleven
249,249,부산광역시 부산진구 신천대로102번길 2,35.1522921110932,129.055220906853,7eleven
250,250,부산광역시 부산진구 중앙대로691번가길 14 1층,35.1550308863421,129.055849854657,7eleven
251,251,부산광역시 부산진구 가야대로755번길 11 ,35.1583248598236,129.053988545417,7eleven
252,252,부산광역시 부산진구 중앙대로756번길 10 ,35.1594211223508,129.061186144532,7eleven
253,253,부산광역시 부산진구 중앙대로 653,35.1509769157846,129.058862931701,7eleven
254,254,부산시 부산진구 동천로 129 ,35.1602510916692,129.062107234393,7eleven
255,255,부산 중구 부평2길 3,35.0995993613162,129.026266044477,7eleven
256,256,부산광역시 서구 동대로19번길 32 ,35.1184561607383,129.019216891509,7eleven
257,257,부산광역시 부산진구 중앙대로 632 1층 북서쪽 코너 일부,35.1491438033298,129.059549988874,7eleven
258,258,부산광역시 사상구 새벽로 199 ,35.1590150700282,128.983711597569,7eleven
259,259,부산광역시 사상구 새벽로 168 ,35.1561372776228,128.983550525004,7eleven
260,260,부산광역시 사상구 학감대로 238-36 1층 일부,35.1516421581878,128.992091777392,7eleven
